record_type,record_id,expected_disposition,counterparty_ids,scenario_tag,expected_discrepancy_paise,notes
purchase,BANK000148,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000146,itc_matched,2B000050,tax_clean,0,
purchase,BANK000151,blocked_credit_no_itc,2B000077,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000152,itc_matched,2B000053,tax_clean,0,
purchase,BANK000157,itc_matched,2B000063,tax_clean,0,
purchase,BANK000156,itc_matched,2B000052,tax_clean,0,
purchase,BANK000161,blocked_credit_no_itc,2B000076,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000163,itc_matched,2B000070,tax_clean,0,
purchase,BANK000162,itc_matched,2B000062,tax_clean,0,
purchase,BANK000166,itc_matched,2B000071,tax_clean,0,
purchase,BANK000165,itc_missing_in_2b,,tax_missing_2b,-9501,vendor never filed; input credit at risk
purchase,BANK000167,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000171,itc_matched,2B000049,tax_clean,0,
purchase,BANK000173,blocked_credit_no_itc,2B000042,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000172,itc_matched,2B000066,tax_clean,0,
purchase,BANK000177,itc_matched,2B000069,tax_clean,0,
purchase,BANK000176,blocked_credit_no_itc,2B000040,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000175,itc_matched,2B000072,tax_clean,0,
purchase,BANK000180,itc_matched,2B000073,tax_clean,0,
purchase,BANK000181,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000179,itc_matched,2B000058,tax_clean,0,
purchase,BANK000183,itc_matched,2B000048,tax_clean,0,
purchase,BANK000184,itc_matched,2B000067,tax_clean,0,
purchase,BANK000185,itc_matched,2B000060,tax_clean,0,
purchase,BANK000190,blocked_credit_no_itc,2B000041,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000191,blocked_credit_no_itc,2B000044,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000189,blocked_credit_no_itc,2B000079,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000194,blocked_credit_no_itc,2B000039,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000193,itc_matched,2B000059,tax_invoice_typo,0,
purchase,BANK000199,blocked_credit_no_itc,2B000108,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000200,blocked_credit_no_itc,2B000085,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000206,itc_matched,2B000090,tax_clean,0,
purchase,BANK000207,itc_matched,2B000100,tax_clean,0,
purchase,BANK000211,itc_matched,2B000102,tax_clean,0,
purchase,BANK000210,itc_matched,2B000093,tax_clean,0,
purchase,BANK000213,blocked_credit_no_itc,2B000109,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000214,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000218,itc_head_mismatch,2B000103,tax_wrong_head,0,
purchase,BANK000220,itc_matched,2B000098,tax_clean,0,
purchase,BANK000221,no_itc_applicable,,tax_no_itc,0,unregistered_supplier
purchase,BANK000225,blocked_credit_no_itc,2B000086,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000224,itc_matched,2B000106,tax_clean,0,
purchase,BANK000223,itc_matched,2B000094,tax_duplicate_2b,0,
purchase,BANK000228,itc_matched,2B000097,tax_clean,0,
purchase,BANK000233,itc_matched,2B000104,tax_duplicate_2b,0,
purchase,BANK000234,blocked_credit_no_itc,2B000083,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000236,no_itc_applicable,,tax_no_itc,0,unregistered_supplier
purchase,BANK000240,itc_matched,2B000089,tax_clean,0,
purchase,BANK000242,itc_matched,2B000096,tax_clean,0,
purchase,BANK000246,blocked_credit_no_itc,2B000084,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000244,no_itc_applicable,,tax_no_itc,0,unregistered_supplier
purchase,BANK000245,blocked_credit_no_itc,2B000110,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000248,itc_matched,2B000088,tax_clean,0,
purchase,BANK000249,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000252,itc_matched,2B000107,tax_clean,0,
purchase,BANK000251,blocked_credit_no_itc,2B000111,tax_blocked_credit,0,blocked_17_5_food_and_beverages
purchase,BANK000256,no_itc_applicable,,tax_no_itc,0,unregistered_supplier
purchase,BANK000255,itc_matched,2B000101,tax_clean,0,
purchase,BANK000258,itc_missing_in_2b,,tax_missing_2b,-27169,vendor never filed; input credit at risk
purchase,BANK000260,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000259,itc_matched,2B000099,tax_clean,0,
purchase,BANK000262,blocked_credit_no_itc,2B000082,tax_blocked_credit,0,blocked_17_5_vacation_travel
purchase,BANK000263,no_itc_applicable,,tax_no_itc,0,non_gst_supply_fuel
purchase,BANK000001,itc_matched,2B000038,tax_clean,0,
purchase,BANK000013,itc_amount_mismatch,2B000013,tax_amount_mismatch,3300,
purchase,BANK000033,itc_matched,2B000004,tax_clean,0,
purchase,BANK000045,no_itc_applicable,,tax_no_itc,0,exempt_life_insurance_premium
purchase,BANK000092,itc_matched,2B000081,tax_clean,0,
purchase,BANK000103,itc_matched,2B000054,tax_clean,0,
purchase,BANK000124,itc_matched,2B000046,tax_clean,0,
purchase,BANK000201,itc_matched,2B000113,tax_clean,0,
purchase,BANK000208,itc_matched,2B000092,tax_clean,0,
purchase,BANK000226,itc_matched,2B000087,tax_clean,0,
purchase,RZPFEE-2025-04,itc_matched,2B000037,tax_fee_invoice,0,monthly consolidated PSP fee invoice
purchase,RZPFEE-2025-05,itc_matched,2B000080,tax_fee_invoice,0,monthly consolidated PSP fee invoice
purchase,RZPFEE-2025-06,itc_matched,2B000112,tax_fee_invoice,0,monthly consolidated PSP fee invoice
gstr2b_line,2B000001,blocked_credit_no_itc,BANK000012,tax_blocked_credit,0,
gstr2b_line,2B000002,blocked_credit_no_itc,BANK000066,tax_blocked_credit,0,
gstr2b_line,2B000003,blocked_credit_no_itc,BANK000034,tax_blocked_credit,0,
gstr2b_line,2B000004,itc_matched,BANK000033,tax_clean,0,
gstr2b_line,2B000005,unknown_invoice_in_2b,,tax_unknown_2b,0,
gstr2b_line,2B000006,itc_matched,BANK000026,tax_clean,0,
gstr2b_line,2B000007,itc_matched,BANK000025,tax_clean,0,
gstr2b_line,2B000008,itc_matched,BANK000002,tax_clean,0,
gstr2b_line,2B000009,itc_matched,BANK000032,tax_clean,0,
gstr2b_line,2B000010,itc_matched,BANK000021,tax_clean,0,
gstr2b_line,2B000011,itc_matched,BANK000024,tax_clean,0,
gstr2b_line,2B000012,itc_matched,BANK000031,tax_clean,0,
gstr2b_line,2B000013,itc_amount_mismatch,BANK000013,tax_amount_mismatch,3300,
gstr2b_line,2B000014,itc_matched,BANK000058,tax_clean,0,
gstr2b_line,2B000015,itc_matched,BANK000071,tax_clean,0,
gstr2b_line,2B000016,itc_matched,BANK000038,tax_clean,0,
gstr2b_line,2B000017,itc_matched,BANK000051,tax_invoice_typo,0,
gstr2b_line,2B000018,unknown_invoice_in_2b,,tax_unknown_2b,0,
gstr2b_line,2B000019,itc_matched,BANK000027,tax_clean,0,
gstr2b_line,2B000020,itc_matched,BANK000044,tax_clean,0,
gstr2b_line,2B000021,itc_matched,BANK000062,tax_clean,0,
gstr2b_line,2B000022,itc_matched,BANK000040,tax_clean,0,
gstr2b_line,2B000023,itc_matched,BANK000088,tax_clean,0,
gstr2b_line,2B000024,itc_matched,BANK000065,tax_clean,0,
gstr2b_line,2B000025,itc_amount_mismatch,BANK000079,tax_amount_mismatch,-800,
gstr2b_line,2B000026,itc_head_mismatch,BANK000072,tax_wrong_head,0,
gstr2b_line,2B000027,itc_matched,BANK000087,tax_clean,0,
gstr2b_line,2B000028,itc_matched,BANK000081,tax_clean,0,
gstr2b_line,2B000029,blocked_credit_no_itc,BANK000011,tax_blocked_credit,0,
gstr2b_line,2B000030,blocked_credit_no_itc,BANK000008,tax_blocked_credit,0,
gstr2b_line,2B000031,blocked_credit_no_itc,BANK000010,tax_blocked_credit,0,
gstr2b_line,2B000032,blocked_credit_no_itc,BANK000054,tax_blocked_credit,0,
gstr2b_line,2B000033,blocked_credit_no_itc,BANK000028,tax_blocked_credit,0,
gstr2b_line,2B000034,blocked_credit_no_itc,BANK000055,tax_blocked_credit,0,
gstr2b_line,2B000035,blocked_credit_no_itc,BANK000050,tax_blocked_credit,0,
gstr2b_line,2B000036,blocked_credit_no_itc,BANK000080,tax_blocked_credit,0,
gstr2b_line,2B000037,itc_matched,RZPFEE-2025-04,tax_fee_invoice,0,
gstr2b_line,2B000038,itc_matched,BANK000001,tax_clean,0,
gstr2b_line,2B000039,blocked_credit_no_itc,BANK000194,tax_blocked_credit,0,
gstr2b_line,2B000040,blocked_credit_no_itc,BANK000176,tax_blocked_credit,0,
gstr2b_line,2B000041,blocked_credit_no_itc,BANK000190,tax_blocked_credit,0,
gstr2b_line,2B000042,blocked_credit_no_itc,BANK000173,tax_blocked_credit,0,
gstr2b_line,2B000043,blocked_credit_no_itc,BANK000112,tax_blocked_credit,0,
gstr2b_line,2B000044,blocked_credit_no_itc,BANK000191,tax_blocked_credit,0,
gstr2b_line,2B000045,blocked_credit_no_itc,BANK000147,tax_blocked_credit,0,
gstr2b_line,2B000046,itc_matched,BANK000124,tax_clean,0,
gstr2b_line,2B000047,itc_matched,BANK000140,tax_clean,0,
gstr2b_line,2B000048,itc_matched,BANK000183,tax_clean,0,
gstr2b_line,2B000049,itc_matched,BANK000171,tax_clean,0,
gstr2b_line,2B000050,itc_matched,BANK000146,tax_clean,0,
gstr2b_line,2B000051,itc_matched,BANK000141,tax_clean,0,
gstr2b_line,2B000052,itc_matched,BANK000156,tax_clean,0,
gstr2b_line,2B000053,itc_matched,BANK000152,tax_clean,0,
gstr2b_line,2B000054,itc_matched,BANK000103,tax_clean,0,
gstr2b_line,2B000055,itc_matched,BANK000130,tax_clean,0,
gstr2b_line,2B000056,itc_deferred_next_period,BANK000009,tax_filed_late,0,
gstr2b_line,2B000057,itc_matched,BANK000133,tax_clean,0,
gstr2b_line,2B000058,itc_matched,BANK000179,tax_clean,0,
gstr2b_line,2B000059,itc_matched,BANK000193,tax_invoice_typo,0,
gstr2b_line,2B000060,itc_matched,BANK000185,tax_clean,0,
gstr2b_line,2B000061,itc_amount_mismatch,BANK000142,tax_amount_mismatch,-2600,
gstr2b_line,2B000062,itc_matched,BANK000162,tax_clean,0,
gstr2b_line,2B000063,itc_matched,BANK000157,tax_clean,0,
gstr2b_line,2B000064,itc_matched,BANK000101,tax_clean,0,
gstr2b_line,2B000065,itc_deferred_next_period,BANK000047,tax_filed_late,0,
gstr2b_line,2B000066,itc_matched,BANK000172,tax_clean,0,
gstr2b_line,2B000067,itc_matched,BANK000184,tax_clean,0,
gstr2b_line,2B000068,itc_matched,BANK000127,tax_clean,0,
gstr2b_line,2B000069,itc_matched,BANK000177,tax_clean,0,
gstr2b_line,2B000070,itc_matched,BANK000163,tax_clean,0,
gstr2b_line,2B000071,itc_matched,BANK000166,tax_clean,0,
gstr2b_line,2B000072,itc_matched,BANK000175,tax_clean,0,
gstr2b_line,2B000073,itc_matched,BANK000180,tax_clean,0,
gstr2b_line,2B000074,blocked_credit_no_itc,BANK000134,tax_blocked_credit,0,
gstr2b_line,2B000075,blocked_credit_no_itc,BANK000123,tax_blocked_credit,0,
gstr2b_line,2B000076,blocked_credit_no_itc,BANK000161,tax_blocked_credit,0,
gstr2b_line,2B000077,blocked_credit_no_itc,BANK000151,tax_blocked_credit,0,
gstr2b_line,2B000078,blocked_credit_no_itc,BANK000131,tax_blocked_credit,0,
gstr2b_line,2B000079,blocked_credit_no_itc,BANK000189,tax_blocked_credit,0,
gstr2b_line,2B000080,itc_matched,RZPFEE-2025-05,tax_fee_invoice,0,
gstr2b_line,2B000081,itc_matched,BANK000092,tax_clean,0,
gstr2b_line,2B000082,blocked_credit_no_itc,BANK000262,tax_blocked_credit,0,
gstr2b_line,2B000083,blocked_credit_no_itc,BANK000234,tax_blocked_credit,0,
gstr2b_line,2B000084,blocked_credit_no_itc,BANK000246,tax_blocked_credit,0,
gstr2b_line,2B000085,blocked_credit_no_itc,BANK000200,tax_blocked_credit,0,
gstr2b_line,2B000086,blocked_credit_no_itc,BANK000225,tax_blocked_credit,0,
gstr2b_line,2B000087,itc_matched,BANK000226,tax_clean,0,
gstr2b_line,2B000088,itc_matched,BANK000248,tax_clean,0,
gstr2b_line,2B000089,itc_matched,BANK000240,tax_clean,0,
gstr2b_line,2B000090,itc_matched,BANK000206,tax_clean,0,
gstr2b_line,2B000091,unknown_invoice_in_2b,,tax_unknown_2b,0,
gstr2b_line,2B000092,itc_matched,BANK000208,tax_clean,0,
gstr2b_line,2B000093,itc_matched,BANK000210,tax_clean,0,
gstr2b_line,2B000094,itc_matched,BANK000223,tax_duplicate_2b,0,
gstr2b_line,2B000095,duplicate_2b_line,BANK000223,tax_duplicate_2b,0,
gstr2b_line,2B000096,itc_matched,BANK000242,tax_clean,0,
gstr2b_line,2B000097,itc_matched,BANK000228,tax_clean,0,
gstr2b_line,2B000098,itc_matched,BANK000220,tax_clean,0,
gstr2b_line,2B000099,itc_matched,BANK000259,tax_clean,0,
gstr2b_line,2B000100,itc_matched,BANK000207,tax_clean,0,
gstr2b_line,2B000101,itc_matched,BANK000255,tax_clean,0,
gstr2b_line,2B000102,itc_matched,BANK000211,tax_clean,0,
gstr2b_line,2B000103,itc_head_mismatch,BANK000218,tax_wrong_head,0,
gstr2b_line,2B000104,itc_matched,BANK000233,tax_duplicate_2b,0,
gstr2b_line,2B000105,duplicate_2b_line,BANK000233,tax_duplicate_2b,0,
gstr2b_line,2B000106,itc_matched,BANK000224,tax_clean,0,
gstr2b_line,2B000107,itc_matched,BANK000252,tax_clean,0,
gstr2b_line,2B000108,blocked_credit_no_itc,BANK000199,tax_blocked_credit,0,
gstr2b_line,2B000109,blocked_credit_no_itc,BANK000213,tax_blocked_credit,0,
gstr2b_line,2B000110,blocked_credit_no_itc,BANK000245,tax_blocked_credit,0,
gstr2b_line,2B000111,blocked_credit_no_itc,BANK000251,tax_blocked_credit,0,
gstr2b_line,2B000112,itc_matched,RZPFEE-2025-06,tax_fee_invoice,0,
gstr2b_line,2B000113,itc_matched,BANK000201,tax_clean,0,
tds_event,setl_IfgnJoxOf8Cf4H,tds_missing_in_26as,,tax_26as_missing,-49665,deduction observed at credit but never filed
tds_event,setl_rBg4shLOpllZl4,tds_credit_matched,26AS001,tax_26as_clean,0,
tds_event,setl_gU7RuvzFOWt5IV,tds_amount_mismatch,26AS002,tax_26as_amount_mismatch,-600,
form26as_line,26AS001,tds_credit_matched,setl_rBg4shLOpllZl4,tax_26as_clean,0,
form26as_line,26AS002,tds_amount_mismatch,setl_gU7RuvzFOWt5IV,tax_26as_amount_mismatch,-600,
obligation_period,gst:2025-04,paid_on_time,BANK000059,tax_obligation_clean,0,
obligation_period,tds:2025-04,unverifiable_prior_period,BANK000019,tax_obligation_unverifiable,0,basis month precedes the statement
obligation_period,gst:2025-05,paid_short,BANK000153,tax_obligation_short_paid,-167000,
obligation_period,tds:2025-05,paid_on_time,BANK000110,tax_obligation_clean,0,
obligation_period,gst:2025-06,paid_late,BANK000253,tax_obligation_late_paid,0,"posted 2025-06-23, due 2025-06-20"
obligation_period,tds:2025-06,paid_on_time,BANK000215,tax_obligation_clean,0,
