record_type,record_id,expected_disposition,counterparty_ids,scenario_tag,expected_discrepancy_paise,notes
order,order_qjcFzUvfEwqq0o,order_paid,pay_7SNGKWrxtzjlHT,order_paid_clean,0,
order,order_yzekwYUmubPpxj,order_paid,pay_76iqStRW01pNFg,order_paid_clean,0,
order,order_D0ZHQcsXjeIUcr,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_7kfZGIxoVGTwtx,order_paid,pay_xiOCOoDpWYRGYH,order_paid_clean,0,
order,order_kDBPNhbxlAUOeJ,order_paid,pay_JcKPYOPSCoriMh,order_paid_clean,0,
order,order_6YIwl3ibGR7JlH,order_paid,pay_zDLN4XbeLVUD2G,order_paid_clean,0,
order,order_OBZ00L1iu8Tezl,order_paid,pay_Asf5wPj7fgRNwU,order_paid_clean,0,
order,order_nV8Sxai58B9TsT,order_cancelled,,order_cancelled,0,
order,order_IJIILz2Fq1UUyk,order_paid,pay_t7h2aKlh7EiERo,order_paid_clean,0,
order,order_MnVvdqol8ri2pb,order_paid,pay_JDM5ExiCHTwKqI,order_paid_clean,0,
order,order_SH19lu8GarpWnw,order_paid,pay_9jKtVvvEYDmmvu,order_paid_clean,0,
order,order_hZJozKDm38v74p,order_cancelled,,order_cancelled,0,
order,order_ZRr7D2QYYKoUAd,order_paid,pay_paoBxR6gA05tl9,order_paid_clean,0,
order,order_R0rjd3htIfsKW0,order_paid,pay_aGGUUTkPCyVgPt,order_paid_clean,0,
order,order_f4pRpQwhEv4KDx,order_paid,pay_Fuush4xWphbCRk,order_paid_clean,0,
order,order_kYIW9eQOwn6ori,order_paid,pay_wcqj2i3khqWD5u,order_paid_clean,0,
order,order_XrAlcSX5Bo9OnY,order_paid,pay_5TLcJzAVkVwH3a,order_paid_clean,0,
order,order_CXmoNBXvKwMgLp,exception_amount_mismatch,pay_jB2XAKo5cvoRWh,amount_mismatch,0,payment captured for a different amount
order,order_vbVOLwBZnEcUGL,order_paid,pay_pgthKC6GgawruP,order_paid_clean,0,
order,order_BkfO7YtKA66Rm4,order_paid,pay_c3uXF1B36USduj,order_paid_clean,0,
order,order_dVBRIZSBtAohFY,order_paid,pay_KfApslbkQZ8K5E,order_paid_clean,0,
order,order_Lh8mh1vmUcPnUj,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_9H7FMRcNqLdSNW,order_paid,pay_CHHKtNCw2TG8Ve,order_paid_clean,0,
order,order_3AtqkJBqDGfUro,order_paid,pay_yix2lobi4uHiCT,order_paid_clean,0,
order,order_1nFgKVvRfSC3Ac,order_paid,pay_7RFeHtNmkIJM4b,order_paid_clean,0,
order,order_eluDEzshwgPGHa,order_paid,pay_KmNpctUWX4m6ut,order_paid_clean,0,
order,order_Xk3xXrimRDKnAX,order_paid,pay_woc10fgfpT7Nkf,order_paid_clean,0,
order,order_MH4v6wt8jTzRWU,order_paid,pay_SuXVMPG7lE3XpG,order_paid_clean,0,
order,order_b8u11RK60Fweq0,order_paid,pay_nXC4tmEttRLO2H,order_paid_clean,0,
order,order_Q5qpIGVvm8xALp,order_paid,pay_Hu0glDY0pRyEn0,order_paid_clean,0,
order,order_VNs8y4f9efMeTD,order_paid,pay_P1bg3zxwFK7Gpv,order_paid_clean,0,
order,order_MPJBIUUMqt8S1X,order_paid,pay_LxMj9Vzpds450r,order_paid_clean,0,
order,order_iniLBRMYGiAWY0,order_paid,pay_TurD9gwnZHeDQx,order_paid_clean,0,
order,order_HgKSUreAdqqGmc,order_paid,pay_KIMU5DOsZaAGDM,order_paid_clean,0,
order,order_pYRT6I7EJUsxTG,order_paid,pay_Yj9nySVnt2T48N,order_paid_clean,0,
order,order_SNa6S9qa6jH1N7,order_paid,pay_PTSb8EsIBZ1x6x,order_paid_clean,0,
order,order_YAyUswMtEbg3XT,order_paid,pay_Dt4lpCIo3VJ4y9,order_paid_clean,0,
order,order_Kx6FaV4eym8FAw,order_paid,pay_dRUP6hD85ALEBz,order_paid_clean,0,
order,order_OQvMjcrmSKSWLI,order_paid,pay_bCmiaDLQU8uylv,order_paid_clean,0,
order,order_8bDhidA0KIOq93,order_paid,pay_gqB5xsKImEim55,order_paid_clean,0,
order,order_Sx70Tz6D0b9SgX,order_paid,pay_up1n9UXRlswNca,order_paid_clean,0,
order,order_OUIIRLueB5XB1m,order_paid,pay_t3immUWIplB2Sy,order_paid_clean,0,
order,order_aiwBkplzmrSeDL,order_paid,pay_36mC2w3tKHJNnD,order_paid_clean,0,
order,order_njw2cYTMjEcVAa,order_paid,pay_DreOHf46jEGW3C,order_paid_clean,0,
order,order_9BgZkuRlMbjz5Z,order_paid,pay_wfx8WCZosnTw8N,order_paid_clean,0,
order,order_TfkIcQGmoUgLXB,order_paid,pay_2oKQKVooNEyylB,order_paid_clean,0,
order,order_eOxYPDpuhEcfY0,order_paid,pay_Q6o7fc8MfEw15K,order_paid_clean,0,
order,order_kDGAzjwA8UzLYa,order_paid,pay_oTyjAfaWst6vnS,order_paid_clean,0,
order,order_yh9u7rKC4f2Y1Z,order_paid,pay_JtriX03IVxOlPd,order_paid_clean,0,
order,order_p7wvPp1Oc1YvsG,order_paid,pay_F7FYoth7LpGPre,order_paid_clean,0,
order,order_FTXRGbqc49nF5S,order_paid,pay_9IB68rf7byXmsU,order_paid_clean,0,
order,order_T4QlRgvcwa6cUX,order_paid,pay_DnBCiJQbjr5shf,order_paid_clean,0,
order,order_sPMNpUt9NuBmtU,order_paid,pay_z5u0TLUyv0Ap6x,order_paid_clean,0,
order,order_W8Tt5nS5VrbURr,order_paid,pay_tmlxcBmgQQqfW4,order_paid_clean,0,
order,order_3divrgUsuVBNVe,order_paid,pay_qD8yGERRSRWnMi,order_paid_clean,0,
order,order_43kIVdzfeYRjok,order_paid,pay_VJYxk5akxbmEA0,order_paid_clean,0,
order,order_Kiezl6fNVqL2fa,order_paid,pay_wDgfKIGaVx7HMl,order_paid_clean,0,
order,order_qYvfLXdNNcZ4CM,order_paid,pay_PuqqlNuNxK4okS,order_paid_clean,0,
order,order_RBFlUdekOesE2m,order_paid,pay_Sv32B6wKF9yH6w,order_paid_clean,0,
order,order_ZHm20j2gSB7nl9,order_paid,pay_SuBq8wqBW9jeq2,order_paid_clean,0,
order,order_8RH7n6A8RseeAF,order_paid,pay_UO7KzHqH2ahEgB,order_paid_clean,0,
order,order_uAshUBAsBIEL14,order_paid,pay_hyJVHhL7UpFcqI,order_paid_clean,0,
order,order_kMzKNcg1tI6Zy2,order_paid,pay_zdl6TGGPBoWqMs,order_paid_clean,0,
order,order_vgy6VRH3Kxvnf1,order_paid,pay_H8dDkQl1z3zxay,order_paid_clean,0,
order,order_EqV2yfLElhXCGM,order_paid,pay_EpxvlPjcAX4QE7,order_paid_clean,0,
order,order_eFMGVw0Dpaip1h,order_paid,pay_ze1izuM029soIP,order_paid_clean,0,
order,order_chsqu8KXBdAQuB,order_paid,pay_jTbLgGo5D6Ssah,order_paid_clean,0,
order,order_CxiYCEhSpMjQuy,order_paid,pay_ckpv8p8IxwrUfK,order_paid_clean,0,
order,order_O7aZMwuISJNAoA,order_paid,pay_is09Tch1icaw3V,order_paid_clean,0,
order,order_4CfGjyxHEwN6aJ,order_paid,pay_UlOozLiGLhUjMq,order_paid_clean,0,
order,order_6J5RX8lVIsFTFT,order_cancelled,,order_cancelled,0,
order,order_fsYDfBpUP2UVRM,order_paid,pay_KrDrKX9CGlzJJP,order_paid_clean,0,
order,order_8nGl2IVcRuqVdX,order_paid,pay_JlhFW2Q7mK4xlC,order_paid_clean,0,
order,order_2FDBqj4RZy3KNf,order_paid,pay_8UazGDb7GzKkji,order_paid_clean,0,
order,order_pCBfDUvZQDdnKS,order_paid,pay_AFKSNKxHxPVxgi,order_paid_clean,0,
order,order_pdrDaQGwik8nQw,order_paid,pay_R8GLNuEZ6c47H9,order_paid_clean,0,
order,order_KG12TVvloonI1C,order_paid,pay_GF08TxUsnAaX7N,order_paid_clean,0,
order,order_V2aarmCnqlSpRT,order_paid,pay_I788g7SiRXEqoJ,order_paid_clean,0,
order,order_qnTASqCxB62Cj7,order_paid,pay_VdhCkFL6Mk68Fk,order_paid_clean,0,
order,order_ZbopjUKP2ySZ81,order_paid,pay_LmUZLwLiKjSM6R,order_paid_clean,0,
order,order_tNmxHgK0ukOHsw,order_paid,pay_L6SmtlsnREbdgr,order_paid_clean,0,
order,order_CM1ie60kEzff5k,order_paid,pay_Kd6xgHRkR3JRYI,order_paid_clean,0,
order,order_zQRzEdbY0q53ts,order_paid,pay_bPfP5enEtKN6l9,order_paid_clean,0,
order,order_PcBnMixMnZFbtr,order_paid,pay_sIs99ZS9DlSskB,order_paid_clean,0,
order,order_GkWyCZf1j29l4B,order_paid,pay_uv1r9z0NyFF4Pa,order_paid_clean,0,
order,order_PYdUpZOvwUT9Q2,order_paid,pay_ndKKo41qKWHE3d,order_paid_clean,0,
order,order_UbZy2g23ru9u45,order_paid,pay_Ff9oQ7k7ou4q80,order_paid_clean,0,
order,order_v30XYYPYL9mavd,order_paid,pay_5zoJkG0L0bIWXz,order_paid_clean,0,
order,order_ncy5PqHyLvwwW6,order_refunded,pay_MTLtwmVTdp6avQ,order_refunded,0,
order,order_YogCIwJJPxOT50,order_paid,pay_mZBk1uO32DEpWS,order_paid_clean,0,
order,order_nQkj7JTj65tSka,order_paid,pay_2BfNJ8f7VbpJYd,order_paid_clean,0,
order,order_cP2HVO5OPOR4A0,order_paid,pay_AozWjCXQiehzqV,order_paid_clean,0,
order,order_Jd6p1iPeeukn7g,order_paid,pay_j0baHFcKK0KKkX,order_paid_clean,0,
order,order_QfqdVgEVl4m65S,order_paid,pay_3GXbe9UAeMh2U1,order_paid_clean,0,
order,order_0uUjLDuX4e6nt2,order_paid,pay_VeWrhbq7YdrNIP,order_paid_clean,0,
order,order_AtEgeMwqu3uh7m,order_paid,pay_zQjnI5OFFYx5G7,order_paid_clean,0,
order,order_pUiclBzKztc3Dx,order_paid,pay_0tY2CtXG6lwm0c,order_paid_clean,0,
order,order_cSWrPKLYPk8o8z,order_paid,pay_tNti0uT52fWjDH,order_paid_clean,0,
order,order_w0eXz9xaWFNEcS,order_paid,pay_5utxYeuqoBqHdI,order_paid_clean,0,
order,order_qWhkBLY61Eg7uB,order_paid,pay_RwD5wq4vkuSdlW,order_paid_clean,0,
order,order_SfCWPkKkBzzd8n,order_paid,pay_xNarhm3WN33eSs,order_paid_clean,0,
order,order_YRKCYa5bBXPh8g,order_refunded,pay_51gIdS1TzIvZOp,order_refunded,0,
order,order_L5xzyNoLo6PwHV,order_paid,pay_hVM2eb6kq0tBr6,order_paid_clean,0,
order,order_8KhuCq0N6C9g5n,order_paid,pay_1pf4GiZxC0XSxD,order_paid_clean,0,
order,order_r1AVv9cC7WXhIp,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_IGb3H8pqaD78Ed,order_paid,pay_uN0JpnwCErn1md,order_paid_clean,0,
order,order_uu2s7GXR89ZZzV,order_paid,pay_lF2uNGkVWMB9x5,order_paid_clean,0,
order,order_Ke349GMy77XpFI,order_paid,pay_ZMYZ1cKWYJOo6I,order_paid_clean,0,
order,order_H369yATDLo57gY,order_paid,pay_IDLbGYhDrfCRg5,order_paid_clean,0,
order,order_ePB4MaO4flz5LZ,order_paid,pay_W5oAkLYBOJl8Oi,order_paid_clean,0,
order,order_1axssxED4uEuTn,order_paid,pay_rJjqVt5S1zHYgD,order_paid_clean,0,
order,order_Btjj4VJeAyZuC9,order_paid,pay_0ypEPYlWsrS9j1,order_paid_clean,0,
order,order_GijJr1BV0Yz94X,order_paid,pay_6JTTuTgCJUHNlt,order_paid_clean,0,
order,order_fJOAKN2UhFH7zD,order_paid,pay_xFTyx0fyWZa8IP,order_paid_clean,0,
order,order_icCJWqZodpZjwj,order_paid,pay_fPI3ldp12f6YRR,order_paid_clean,0,
order,order_IClENRxqApEg6Z,order_paid,pay_O6TQyd1i7cH8Sa,order_paid_clean,0,
order,order_udwKtGs51O51Yb,order_paid,pay_UCjhijYuTea5jK,order_paid_clean,0,
order,order_IaHBBHrVCMKOgz,order_cancelled,,order_cancelled,0,
order,order_H5kBWd1D1NdDGD,order_paid,pay_StyaEPfSEcOaJO,order_paid_clean,0,
order,order_vzpGtsEHMRQJ1S,order_paid,pay_a32DU64RqShKto,order_paid_clean,0,
order,order_OwPQJ8o598GYed,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_NLo7ckX1VUzhch,order_paid,pay_9mvMr4b7guKQxc,order_paid_clean,0,
order,order_J9PmFQvmI9dREG,order_paid,pay_rn8sOyKqDUa63g,order_paid_clean,0,
order,order_G22adoTxa1guBe,order_paid,pay_3HCIR5yz4cskWO,order_paid_clean,0,
order,order_1PP5rwKTXaSJlZ,order_paid,pay_bpniRXVNv1LKXl,order_paid_clean,0,
order,order_lRdDno3kDmSolS,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_D92B30P8ZCP5P5,order_paid,pay_HLGTSX5m8mnBfD,order_paid_clean,0,
order,order_wdjwj5uggWcC7p,order_paid,pay_veGkKKcFeY9LW9,order_paid_clean,0,
order,order_ULYeQL99HIgxE8,order_paid,pay_zIYAcUiB8trcb0,order_paid_clean,0,
order,order_GmL1gvOKoRrJz9,order_paid,pay_ZWF6ZJbcEHd1vq,order_paid_clean,0,
order,order_aZ4pfcBIoIKe7a,order_paid,pay_e8PRULoOpBg0A1,order_paid_clean,0,
order,order_zA05bOczPj83h1,order_paid,pay_Xfr1KT8TJ72dEG,order_paid_clean,0,
order,order_PdUspq8gkr5Z7e,order_cancelled,,order_cancelled,0,
order,order_aZM21e1kAy4Pe2,order_paid,pay_Czcqnfx9kukPtf,order_paid_clean,0,
order,order_uZx2J17j8StHiL,exception_amount_mismatch,pay_dbGNTK34MozWTn,amount_mismatch,0,payment captured for a different amount
order,order_nS2fltIsKqYjKN,order_paid,pay_WvqeXi427HCQem,order_paid_clean,0,
order,order_24ZcSWkFddOsN2,order_paid,pay_cgDlbyB39BBhhk,order_paid_clean,0,
order,order_5xwShLhjp7CKFU,order_paid,pay_8xoEclzIhN0zIS,order_paid_clean,0,
order,order_BkWBARFu5b3UKS,order_paid,pay_jHUDbWl3Ntk44D,order_paid_clean,0,
order,order_EOvRw21hX7BowT,order_paid,pay_j2m8RdJVqYgzGY,order_paid_clean,0,
order,order_4kb7nVYva7Xd95,order_paid,pay_8ATw6dptK3QJ44,order_paid_clean,0,
order,order_S0XcyTLh6vIhEV,order_paid,pay_0g4J2NaB0LA4sX,order_paid_clean,0,
order,order_0GKbP3xUcRbDvm,order_paid,pay_MPOl9U7CLYzeM9,order_paid_clean,0,
order,order_Q2f3YKxTsjsBeO,order_paid,pay_tt8wKNzsRko02S,order_paid_clean,0,
order,order_g6CG6waDoc7zf2,order_paid,pay_VaKv2sIPfPyt7c,order_paid_clean,0,
order,order_xvbFgnRxutHfYq,order_paid,pay_dNtW7lEN9JaI19,order_paid_clean,0,
order,order_wBNANl7oKu3kgP,order_paid,pay_Z9FAMga2PP8Q8K,order_paid_clean,0,
order,order_6SoxgFvGB4iARj,order_paid,pay_2DwyLTCYQCHGWL,order_paid_clean,0,
order,order_WheynXmRRdAqw5,order_paid,pay_mGQtVVEMxCZZdn,order_paid_clean,0,
order,order_0GKpKhrb9SbmOB,order_paid,pay_SoMcnD1wR9tvlb,order_paid_clean,0,
order,order_mnOY9AS2zolu78,order_paid,pay_D8ZgLprjIncCZ8,order_paid_clean,0,
order,order_YS2qDp23UMoijS,order_paid,pay_AHKaS39zg7zr8E,order_paid_clean,0,
order,order_TALYhNDvrzJRar,order_paid,pay_fmrvYrEbvVw51Q,order_paid_clean,0,
order,order_0TU4S9ZyMKEHcS,order_paid,pay_uEC637DWrvMKLR,order_paid_clean,0,
order,order_q6OAaUmA2meADC,order_paid,pay_h4IvqAfnsu7wXw,order_paid_clean,0,
order,order_4nR5koVWuJP6e6,order_paid,pay_QJ0mN0TnH38xEt,order_paid_clean,0,
order,order_wT08h5owUCoryJ,order_paid,pay_cWdobW6LDttAS2,order_paid_clean,0,
order,order_mzm1hNtvxYze2E,order_paid,pay_zhKHumypQnqPU5,order_paid_clean,0,
order,order_hGiK89Z0xbiynT,order_paid,pay_Cm8uAeLvk9SED8,order_paid_clean,0,
order,order_H3rOvQO192aPPU,order_paid,pay_e9w1GRiRX2aVbA,order_paid_clean,0,
order,order_DpowieBYGY9wCZ,order_paid,pay_Saeh9AC49CTP88,order_paid_clean,0,
order,order_UwmRkkfUDgKdVu,order_paid,pay_atKbE34sHFJ28f,order_paid_clean,0,
order,order_b4g7tKFvmAzvRO,order_paid,pay_YxBdsDrIdmULls,order_paid_clean,0,
order,order_BjZ3m7njvogPva,order_paid,pay_12iBCaNOldNSbU,order_paid_clean,0,
order,order_7GObkdyQaSH2Jr,order_paid,pay_q7nKotjxSpDATE,order_paid_clean,0,
order,order_hp1vjCbd5yz9jQ,order_paid,pay_ZPgFgnAiZ6bfFC,order_paid_clean,0,
order,order_5d0VnEmWarzfmv,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_KzeeqBC7MMLBgE,order_paid,pay_TcGywSPeYNiUMK,order_paid_clean,0,
order,order_YLv1XlDiDMO4hr,order_paid,pay_JtZXLJpY6GflU3,order_paid_clean,0,
order,order_5dCSBsKG0s42K6,order_paid,pay_3euu41dPmw9XOo,order_paid_clean,0,
order,order_IRhOMGO1ZoWWOh,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_nxnv41Q5t4l0vB,order_paid,pay_wEbc7TsaSbbgWI,order_paid_clean,0,
order,order_dnmrhAb2CVl3Fh,order_paid,pay_hVspxDMjTP9mk7,order_paid_clean,0,
order,order_bfLKv2nDDXvLdy,order_paid,pay_rqRTcyIx075SDc,order_paid_clean,0,
order,order_yFcfQGnjo3wrtX,order_paid,pay_HzU8GTQwfcn11a,order_paid_clean,0,
order,order_MOs1z4wf0IQSi3,order_paid,pay_fRtSjS4I1O0TUN,order_paid_clean,0,
order,order_kAnVhyErzPOOlO,order_paid,pay_HMtSegZENhjlgi,order_paid_clean,0,
order,order_TIo3qzFsevTHJt,order_paid,pay_eq5bNvl53mKU0t,order_paid_clean,0,
order,order_HLi6lyRJyjTmlj,order_paid,pay_WuwoY2VcnhwQcf,order_paid_clean,0,
order,order_vNtNGoHV72lyvr,order_paid,pay_sMoioly8rKAhzK,order_paid_clean,0,
order,order_xxM4AOaHfUCpsK,order_paid,pay_7E5PxA9yxurK6U,order_paid_clean,0,
order,order_cf8qu09hBbbyDB,order_paid,pay_YX4wR3qsjvHMPX,order_paid_clean,0,
order,order_b8bTOqdchj7dNl,order_paid,pay_jVip2nuB606SNy,order_paid_clean,0,
order,order_GJm5ALqAjYKrJJ,order_paid,pay_8TWTGzwJyH3ELO,order_paid_clean,0,
order,order_tDOTYkReHsebqN,order_paid,pay_u2KW9l43IUDvYO,order_paid_clean,0,
order,order_Xz74tLHFtt7V0X,order_paid,pay_pQbojebfCUqqzj,order_paid_clean,0,
order,order_DtXq4GCt7G0F6u,order_cancelled,,order_cancelled,0,
order,order_9BIwRYzdcnm5xL,order_paid,pay_SWTXhXjqPXEnRg,order_paid_clean,0,
order,order_24l7Ty2bNqFPHn,order_paid,pay_djUqtSfXxKG39j,order_paid_clean,0,
order,order_hrbR8r9IiOGAeN,order_paid,pay_DaVdxQn0ywVzei,order_paid_clean,0,
order,order_qlHUCIgS90yuLu,order_paid,pay_QNbEnmBFCoIqRV,order_paid_clean,0,
order,order_TGS9VaF66zTF3q,order_paid,pay_QcjZLZUEHXUUWu,order_paid_clean,0,
order,order_VMAAi7xCvZ6vxI,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_6Srbs5aBRFvwva,order_paid,pay_ENYKox8uHruki8,order_paid_clean,0,
order,order_EMHMVNGBTMN5Ib,order_paid,pay_99zjg57WnFhnku,order_paid_clean,0,
order,order_5Xhd5BBvU35b0G,order_paid,pay_If88PuZ1QuO7Ab,order_paid_clean,0,
order,order_Nz8kMRegOBSXJg,order_paid,pay_xSEv2IXONHWx1c,order_paid_clean,0,
order,order_bcZMrxudjfI404,exception_amount_mismatch,pay_CGSwBEAf5Zy3x5,amount_mismatch,0,payment captured for a different amount
order,order_xeGErevTSUdfhF,order_paid,pay_p9IIcakOZBsM9q,order_paid_clean,0,
order,order_GVaPuHbbxZBNBl,order_paid,pay_25BSbng903e1i9,order_paid_clean,0,
order,order_1gGmDbRVanKRZg,order_paid,pay_ftuaiUwYMKXe9X,order_paid_clean,0,
order,order_ERphajuib2LqB8,order_paid,pay_lQK9fnkXjaxTV9,order_paid_clean,0,
order,order_113RCNOBJFAk6K,order_paid,pay_SeuTF9Cs7vvv6f,order_paid_clean,0,
order,order_NB47lvAAn5AB7s,order_paid,pay_uYHHx8q9NMYBkx,order_paid_clean,0,
order,order_6TjKWTo9X0pVfa,order_paid,pay_avPGqfZAwRjSe7,order_paid_clean,0,
order,order_b4VG5wIKotYZGF,order_paid,pay_YaZpXYXSsh6dhu,order_paid_clean,0,
order,order_c9yZzukV3gbbua,order_refunded,pay_J8NVR5aJOdwU1S,order_refunded,0,
order,order_JTl5F788ixsTQn,order_paid,pay_nJa50R0xKn7FxX,order_paid_clean,0,
order,order_MkTEyViPD1vb9D,order_paid,pay_pWZyYVVQX7TMow,order_paid_clean,0,
order,order_DMUCa94JGPoeC4,order_paid,pay_LwqaMAae5k3tGM,order_paid_clean,0,
order,order_BiwmoND3sWMsvm,order_paid,pay_jceI5L9bzNg3TM,order_paid_clean,0,
order,order_dy0yFBMRam9ueS,order_paid,pay_Go4NQUXVXZWvI3,order_paid_clean,0,
order,order_YRQQ4eXXnkToEk,order_paid,pay_OqvVHF1DcRktOd,order_paid_clean,0,
order,order_PIkYFHKN8nTfNn,order_paid,pay_eBKJgjw23G0RJh,order_paid_clean,0,
order,order_qEUiSXB63fbRab,order_paid,pay_DGjGEyvfOZ3au7,order_paid_clean,0,
order,order_UwdFBoZ4aUCb4i,order_paid,pay_e4TqJ7Bq5bNbCY,order_paid_clean,0,
order,order_r7CHULrApE9p8Q,order_paid,pay_I62v7bxq5QK1c6,order_paid_clean,0,
order,order_LmHA9ii3X0pSpw,order_paid,pay_7jzWaRRDTuKHMi,order_paid_clean,0,
order,order_ykr6AoGoYC5oOO,exception_unpaid_order,,order_unpaid,0,no captured payment ever arrived for this order
order,order_ZV9BC0GDYIWPpT,order_paid,pay_BGFPqaEyPfNJ8e,order_paid_clean,0,
order,order_9PODkb5UPXH3aP,order_paid,pay_rpiMqBWU5UIiWp,order_paid_clean,0,
order,order_ZVcNYuYKqcD1LQ,order_paid,pay_usCyjqEtdEDwtd,order_paid_clean,0,
order,order_oFcoXCCqIejyEy,order_paid,pay_mdIoJiaoxmqixv,order_paid_clean,0,
order,order_hE6fjuZgFl5obQ,order_paid,pay_fTubgMJ0u6QqrE,order_paid_clean,0,
order,order_fHxPDcn0Dy0JGK,order_paid,pay_2GireJ3FyAGfYP,order_paid_clean,0,
order,order_YlVNVOIYgFc5Y2,order_paid,pay_jhDM4mYGxkDzuh,order_paid_clean,0,
order,order_fyX6X0T8CzYHPo,order_paid,pay_QosEpzgzaCF9Re,order_paid_clean,0,
order,order_Y6fET16o9QeEsH,order_paid,pay_Yuair9tk2owftG,order_paid_clean,0,
order,order_XAjWXIXnKTz2Os,order_paid,pay_5qkoIfm9DBHsBi,order_paid_clean,0,
